     2     1
     1        4.991820        0.000000        0.000000
     2        4.983650        0.285490        0.000000
     3        4.958430        0.284050        0.000000
     4        4.966560        0.000000        0.000000
     5        4.983650        0.285490        0.000000
     6        4.958430        0.576380        0.000000
     7        4.933340        0.573460        0.000000
     8        4.958430        0.284050        0.000000
     9        4.958430        0.576380        0.000000
    10        4.915190        0.871260        0.000000
    11        4.890320        0.866850        0.000000
    12        4.933340        0.573460        0.000000
    13        4.915190        0.871260        0.000000
    14        4.853100        1.168590        0.000000
    15        4.828550        1.162680        0.000000
    16        4.890320        0.866850        0.000000
    17        4.853100        1.168590        0.000000
    18        4.771490        1.466660        0.000000
    19        4.747350        1.459230        0.000000
    20        4.828550        1.162680        0.000000
    21        4.771490        1.466660        0.000000
    22        4.669890        1.763620        0.000000
    23        4.646260        1.754690        0.000000
    24        4.747350        1.459230        0.000000
    25        4.669890        1.763620        0.000000
    26        4.548050        2.057540        0.000000
    27        4.525040        2.047130        0.000000
    28        4.646260        1.754690        0.000000
    29        4.548050        2.057540        0.000000
    30        4.405980        2.346400        0.000000
    31        4.383690        2.334520        0.000000
    32        4.525040        2.047130        0.000000
    33        4.405980        2.346400        0.000000
    34        4.243940        2.628160        0.000000
    35        4.222470        2.614860        0.000000
    36        4.383690        2.334520        0.000000
    37        4.243940        2.628160        0.000000
    38        4.062470        2.900790        0.000000
    39        4.041910        2.886110        0.000000
    40        4.222470        2.614860        0.000000
    41        4.062470        2.900790        0.000000
    42        3.862380        3.162320        0.000000
    43        3.842840        3.146320        0.000000
    44        4.041910        2.886110        0.000000
    45        3.862380        3.162320        0.000000
    46        3.644740        3.410880        0.000000
    47        3.626300        3.393620        0.000000
    48        3.842840        3.146320        0.000000
    49        3.644740        3.410880        0.000000
    50        3.410880        3.644740        0.000000
    51        3.393620        3.626300        0.000000
    52        3.626300        3.393620        0.000000
    53        3.410880        3.644740        0.000000
    54        3.162320        3.862380        0.000000
    55        3.146320        3.842840        0.000000
    56        3.393620        3.626300        0.000000
    57        3.162320        3.862380        0.000000
    58        2.900790        4.062470        0.000000
    59        2.886110        4.041910        0.000000
    60        3.146320        3.842840        0.000000
    61        2.900790        4.062470        0.000000
    62        2.628160        4.243940        0.000000
    63        2.614860        4.222470        0.000000
    64        2.886110        4.041910        0.000000
    65        2.628160        4.243940        0.000000
    66        2.346400        4.405980        0.000000
    67        2.334520        4.383690        0.000000
    68        2.614860        4.222470        0.000000
    69        2.346400        4.405980        0.000000
    70        2.057540        4.548050        0.000000
    71        2.047130        4.525040        0.000000
    72        2.334520        4.383690        0.000000
    73        2.057540        4.548050        0.000000
    74        1.763620        4.669890        0.000000
    75        1.754690        4.646260        0.000000
    76        2.047130        4.525040        0.000000
    77        1.763620        4.669890        0.000000
    78        1.466660        4.771490        0.000000
    79        1.459230        4.747350        0.000000
    80        1.754690        4.646260        0.000000
    81        1.466660        4.771490        0.000000
    82        1.168590        4.853100        0.000000
    83        1.162680        4.828550        0.000000
    84        1.459230        4.747350        0.000000
    85        1.168590        4.853100        0.000000
    86        0.871260        4.915190        0.000000
    87        0.866850        4.890320        0.000000
    88        1.162680        4.828550        0.000000
    89        0.871260        4.915190        0.000000
    90        0.576380        4.958430        0.000000
    91        0.573460        4.933340        0.000000
    92        0.866850        4.890320        0.000000
    93        0.576380        4.958430        0.000000
    94        0.285490        4.983650        0.000000
    95        0.284050        4.958430        0.000000
    96        0.573460        4.933340        0.000000
    97        0.285490        4.983650        0.000000
    98        0.000000        4.991820        0.000000
    99        0.000000        4.966560        0.000000
   100        0.284050        4.958430        0.000000
   101        0.000000        4.991820        0.000000
   102       -0.285490        4.983650        0.000000
   103       -0.284050        4.958430        0.000000
   104        0.000000        4.966560        0.000000
   105       -0.285490        4.983650        0.000000
   106       -0.576380        4.958430        0.000000
   107       -0.573460        4.933340        0.000000
   108       -0.284050        4.958430        0.000000
   109       -0.576380        4.958430        0.000000
   110       -0.871260        4.915190        0.000000
   111       -0.866850        4.890320        0.000000
   112       -0.573460        4.933340        0.000000
   113       -0.871260        4.915190        0.000000
   114       -1.168590        4.853100        0.000000
   115       -1.162680        4.828550        0.000000
   116       -0.866850        4.890320        0.000000
   117       -1.168590        4.853100        0.000000
   118       -1.466660        4.771490        0.000000
   119       -1.459230        4.747350        0.000000
   120       -1.162680        4.828550        0.000000
